sim,theta1,theta2
68,0.927395395659644,0.745413264880701
69,0.30653345702229673,0.7665419009846914
70,0.5570346750163347,0.5149846862879958
71,0.7803861443970395,0.2818779223668402
72,0.34650754585985855,0.9185531597275056
73,0.453100566734552,0.23258380989740945
74,0.0488299257879482,0.5421784080307643
75,0.11786857037462828,0.029090995285411925
76,0.8827742597410094,0.46795279940456236
77,0.30447039512338425,0.1406456301795056
78,0.39926952585934017,0.5805821941751719
79,0.16837650941748594,0.14684862008549848
80,0.27525277783867586,0.5699248805926038
81,0.3984871012128116,0.39888000150256586
82,0.7337124738452625,0.989288193070275
83,0.9194229511664104,0.8441179956249986
84,0.04163352947104093,0.5552669725633967
85,0.10335430166010773,0.4157308591571869
86,0.09874672171505083,0.6148639479943545
87,0.8528922506591495,0.842406175180639
88,0.6361787204654455,0.5699322172974601
89,0.17001535939634427,0.8750394022424206
90,0.39859645364724827,0.1738453808084307
91,0.7647907638668958,0.9790732851737493
92,0.6479322966374815,0.4821610876396849
93,0.6587325926639659,0.44463718178102374
94,0.27713966851040117,0.39338463375584687
95,0.9694037563092817,0.9875802592783625
96,0.7990768847870887,0.035401735004924606
97,0.11695829349975118,0.542830301238548
98,0.061233615381826145,0.48937531207196117
99,0.3568333774025809,0.30345273328820765
100,0.7358860572995344,0.38687845704882096
101,0.2493958884782489,0.8441660820281469
102,0.38531597457428823,0.9490219395601301
103,0.7717173315146625,0.8273251510866687
104,0.31320097299096716,0.481835558194021
105,0.3339728336596379,0.6025038595159875
106,0.3804022109568481,0.37584565451779184
107,0.11549752074498698,0.5199061228319175
108,0.4428222205332015,0.5525808688769234
109,0.3984557490343329,0.05093247914402377
110,0.23009532676363686,0.3698868858290256
111,0.8576974273178186,0.7118160513837213
112,0.4838262798234716,0.5690754743491954
113,0.9815955324885336,0.40810452196000524
114,0.49412895942604274,0.891171181728683
115,0.0984580921042949,0.8150929636115385
116,0.0891011118563021,0.07071778610333368
117,0.35747587527431324,0.7006169456588895
118,0.15146099525379586,0.8439991922126296
119,0.6339437535876598,0.8710601059444819
120,0.9027281497259705,0.9988338184719062
121,0.01051193838267106,0.1956584266975263
122,0.685950517472869,0.5742485836399202
123,0.6064555952378005,0.2842504264744722
124,0.9567298189318827,0.07698585766310773
125,0.55313809461694,0.7908792320026949
126,0.8081263626864715,0.2921697139111501
127,0.5541750851216556,0.707322191601159
128,0.9710683438070872,0.5030268005239681
129,0.8987565879501102,0.03924800595778566
130,0.9129026599003578,0.2956194768144823
131,0.3131089469235332,0.6297884333802176
132,0.2516711243403471,0.14586279377911604
133,0.5411004465404924,0.49384170023666707
134,0.07137898961351918,0.9222046273764529
135,0.4964606462981407,0.13973727752740606
136,0.11498097830586729,0.6860802077007986
137,0.4445303779004539,0.3378547982780338
138,0.8699010820221506,0.2547134936857687
139,0.3847020762024186,0.42506674268388966
140,0.9041850213040322,0.5485868249352577
141,0.15705948815195458,0.44003344995147187
142,0.8527072820119395,0.3030816300379219
143,0.643365637627246,0.17830337086546277
144,0.7179170426647997,0.4196515663775564
145,0.30570611189222907,0.6011502747344709
146,0.40031666554658285,0.5307427241437082
147,0.22783531044454763,0.9715562077742755
148,0.644127023602115,0.9771925017530279
149,0.2975410829136863,0.33649412641536647
150,0.02014911509971884,0.7369190591030256
151,0.601582621020737,0.6421028744088898
152,0.3660988176979455,0.8479214284064245
153,0.5725670757481003,0.35812205295654287
154,0.48003459106993573,0.12807746273069964
155,0.5611284747971886,0.2507285221811514
156,0.3132762029920739,0.0782048478137446
157,0.47596203748841326,0.07858241825532708
158,0.8632326952291237,0.9377786024271186
159,0.18639058279791032,0.6042012164038967
160,0.6767362329302253,0.25832976835841326
161,0.489754058068825,0.7050220944028415
162,0.3387558145043872,0.5960452879129252
163,0.736903241883276,0.6221527765090503
164,0.15219093974143583,0.49033758684866746
165,0.8577923776972336,0.996527992737802
166,0.41010487072054813,0.8522457284615932
167,0.6448013768947718,0.42022320348793085
168,0.10228112276932577,0.6619245668380743
169,0.47977206698970964,0.3864919087316271
170,0.9124706477946221,0.130406037333759
171,0.5546950728123468,0.7398340647183688
172,0.979409050977376,0.35195168684638567
173,0.5885767791538355,0.40853839875404996
174,0.15551981567548867,0.8904639995291839
175,0.6080235603927162,0.9296253939874589
176,0.7225618795054517,0.9543130168137316
177,0.5385840076206243,0.2591821864887033
178,0.7492463304740151,0.9605863161328085
179,0.550967260321516,0.7875377092895173
180,0.021763174432579913,0.00732823684173689
181,0.9693785951210953,0.06726793524070329
182,0.6589347213773165,0.08375759427234253
183,0.6883502960779954,0.33493149481062057
184,0.39005914816375153,0.547076096038589
185,0.21274309105771483,0.012538282792007083
186,0.13759414088641742,0.17303618872016224
187,0.883863690845598,0.6337042247712915
188,0.6846710068051248,0.6117404178217164
189,0.5917210549777994,0.8948734839166642
190,0.7108080358413454,0.6062764075603853
191,0.04860427828238367,0.8363645808215999
192,0.524074726889762,0.02316048950185856
193,0.6486493237376858,0.7188276947674215
194,0.5636961172961513,0.2641800080344394
195,0.45736769184542514,0.16647067469158594
196,0.748711270175382,0.656964319415286
197,0.6817309511980738,0.33653993900520895
198,0.44098409316667353,0.9774178352326501
199,0.3034397548388875,0.566898891012951
200,0.5567737628650477,0.8743746384056864
201,0.582055589838545,0.314394750158706
202,0.0834674007588454,0.7154672420492153
203,0.7984840236988644,0.7646311913284873
204,0.7124477514889888,0.7366617915740452
205,0.40745721514128264,0.8127104084230466
206,0.8029620183172099,0.6620047789101118
207,0.011159949581342143,0.41752721522819547
208,0.08987782602023209,0.6897706241367075
209,0.3475218289231854,0.7452851408443477
210,0.14014897834257556,0.6005383017663445
211,0.2677832759046419,0.7532963992967499
212,0.7735273258088072,0.10638090088144614
213,0.49864273193487274,0.2435074276769238
214,0.3975108749750935,0.7749681191881509
215,0.4018208673099892,0.1717382128153213
216,0.6745796290527892,0.5639036816854209
217,0.012982716107689973,0.8967057606259791
218,0.16939979205079592,0.33094998574049894
219,0.5691841934055026,0.7335295055073244
220,0.6035371319062138,0.6994827516675785
221,0.7664689760695651,0.5060309449821225
222,0.6053720787846423,0.31717551845590874
223,0.520889752776782,0.7478963913931808
224,0.5035265913032763,0.4881733318778463
225,0.7901243994685964,0.3668704476961583
226,0.20359475119626813,0.8130276793072397
227,0.29270370256745404,0.21686213144340294
228,0.9760418100240891,0.019641329271930186
229,0.5506576803229438,0.2608618472571206
230,0.06466034322570469,0.8880403906736114
231,0.37648780868627996,0.3630377263928104
232,0.239588050514282,0.38418926691611555
233,0.36402966877586096,0.6589904701214393
234,0.30693558962845846,0.6893675596952112
235,0.6932622325000422,0.7693166659298217
236,0.48937652847021906,0.37512851931940594
237,0.5284050767179354,0.904698271665278
238,0.30244960659392084,0.19355966981481387
239,0.615930391200047,0.8674973330533343
240,0.9707796092706008,0.14583236279917733
241,0.0533372786247045,0.13049434611040134
242,0.9074177641868614,0.6318117098938606
243,0.7664010589970377,0.1556063276402465
244,0.2686049827086129,0.8481272060443737
245,0.623329844445858,0.3634593053477272
246,0.6654326530667929,0.8068998473776752
247,0.9236261899791447,0.059352647088467325
248,0.9360430047973504,0.14088310336030652
249,0.5752969452510159,0.2939217990623375
250,0.34847741874615,0.5793716390440738
251,0.6679660999393029,0.11326671215103545
252,0.054219262425339254,0.16616742667377227
253,0.007114154352166335,0.021033055267523637
254,0.011309875456104623,0.31211566274908653
255,0.9282322454278183,0.8379982039286215
256,0.5455666906360574,0.29510960206007975
257,0.06283762848575647,0.7820589347878879
258,0.4686293592951355,0.22167534229911967
259,0.321704413588907,0.8730491879982426
260,0.19304751092811123,0.7240175559731039
261,0.00035101953862803903,0.9330114348527943
262,0.814927881209978,0.9256403185930787
263,0.21762450704607283,0.1002514080134016
264,0.8540297267050729,0.943904583326104
265,0.4245612778088166,0.8413628796593049
266,0.6019191629766492,0.7057296988305526
267,0.31648801685856687,0.32285032389591095
268,0.259410078278674,0.6487697111278774
269,0.0008640050980739389,0.09439372196832119
270,0.4608538551388537,0.30310272952352024
271,0.8077079175850923,0.7444561498848989
272,0.1680662482631219,0.20903151366804085
273,0.26505158445982857,0.9574548714144837
274,0.836901244175206,0.36034964091488586
275,0.47545537385249315,0.10208761703079283
276,0.49981740217925463,0.8425763097350717
277,0.27050120962568436,0.9280907960912197
278,0.8475289078179512,0.8833071499019446
279,0.8012627024159001,0.8357921125967446
280,0.010024563956850474,0.34356137786315044
281,0.2383868648398929,0.7109574915921969
282,0.5502522883789392,0.7783731295830608
283,0.8735054102272837,0.3300699588603254
284,0.1809940548109935,0.7250180934661038
285,0.22031802631657493,0.7064286005504877
286,0.26273217821259975,0.6051491356550575
287,0.365654690635286,0.4744864203760767
288,0.8874600683598898,0.19154694474295753
289,0.8056041637009597,0.7529817476079377
290,0.018642000412124937,0.5227455244731337
291,0.23115758555827703,0.5406796023357222
292,0.2425530496704359,0.8829331309776229
293,0.17537019784595076,0.6613517941386791
294,0.33766404342093015,0.6956388832587771
295,0.42809651472169274,0.11132848949738205
296,0.10262325668809136,0.8236543074081482
297,0.2598295446674397,0.687746974761716
298,0.10039371810826914,0.4298694309241179
299,0.9303000554860442,0.5499256845924584
300,0.7032973661453035,0.9964439703592
301,0.019371262717263305,0.10843601371847755
302,0.23739401260319148,0.38066873009922186
303,0.5965193000795594,0.362342557096596
304,0.3445038064600895,0.46382689496572316
305,0.27062101430164676,0.9147531455921559
306,0.8232041359595639,0.2489778375429611
307,0.9657594694262217,0.8364382794578634
308,0.2684420945738972,0.10547874478856589
309,0.19765711297150712,0.48545482374854265
310,0.48628676040195773,0.6369947215035906
311,0.819376388110317,0.646355463292698
312,0.3342744170220967,0.3095088757183354
313,0.9225141890399426,0.08716496094116222
314,0.7981439935960248,0.5336399978870394
315,0.4762860445240592,0.7810005481465668
316,0.8628903721490954,0.7674986330340439
317,0.9252612351805247,0.06428319776120062
318,0.40193815250606657,0.258815722243934
319,0.5795146679627818,0.8524950493974086
320,0.526908226992613,0.936861667382186
321,0.4137585222213972,0.6725766678076744
322,0.19796103316312186,0.46839340483731406
323,0.373506499392776,0.7428232041384926
324,0.643965405395105,0.29833695366912516
325,0.6343731555317248,0.9715924982402683
326,0.2839000656421282,0.7590642009618637
327,0.847279761313633,0.9430901951656999
328,0.8265368534506214,0.02320578116417371
329,0.41783350875982705,0.05258904227199035
330,0.38452426881082513,0.9815425464310721
331,0.9922503010932767,0.8353489880785719
332,0.4727631452262483,0.7346988983181689
333,0.4890923085173726,0.8997584678916103
334,0.2816511206853729,0.0022696508047074238
335,0.9318226945584377,0.44360457803244846
336,0.6574050881547367,0.4515178034087558
337,0.37674177141907095,0.819035475868421
338,0.1434701505328334,0.14918506238745322
339,0.23868078366242973,0.8362480966927348
340,0.5128836609225174,0.8546882354336067
341,0.2430763878515242,0.5410201956295192
342,0.8652371400104888,0.814629574130977
343,0.9873667944475659,0.9547741579060722
344,0.14459167586704147,0.005879974250073805
345,0.9210523873183784,0.3370722374760624
346,0.47424936102071025,0.3827738021858077
347,0.3927985758742025,0.6237132788094754
348,0.8681511211705835,0.22521862052212427
349,0.7069047668990142,0.3562823324365052
350,0.4001441962605682,0.256229088296029
351,0.08671080810981202,0.6935391756248691
352,0.7589818137339057,0.3806693105672957
353,0.8898579388893991,0.48444899054963764
354,0.6811534868869541,0.08825121756545307
355,0.6981988300207591,0.11212445542689131
356,0.8135836704123075,0.13094645315132025
357,0.3210058797638924,0.13045279955840938
358,0.6163423961699767,0.8195657517018187
359,0.8889476234926166,0.03002060532695927
360,0.6952002849238137,0.47863158547003437
361,0.6579632180239945,0.5798882076458142
362,0.4372686593583719,0.28919554259788705
363,0.1278036834099301,0.5643250627004872
364,0.9553501955806857,0.488328882768561
365,0.04454989673625931,0.42930618637939033
366,0.6591318487337207,0.2214871543842638
367,0.7766971414310898,0.5373068131617995
368,0.5327188841250851,0.6021759531227818
369,0.3465666037432048,0.5563440307298945
370,0.4578569624127643,0.6953050568227762
371,0.2208574995845226,0.29813310065876153
372,0.19654411297446905,0.2938910854609964
373,0.3529227351468823,0.6616999842754903
374,0.9210381897393476,0.6245546296969772
375,0.8239114769612373,0.1796706226616146
376,0.3177465099303072,0.8601767407331005
377,0.2594536890334854,0.45181750774965745
378,0.6326135203986761,0.0030629636019987583
379,0.9524778644551498,0.8969534490719867
380,0.5518373346186375,0.25691214196607004
381,0.24347387244095353,0.042737890539668255
382,0.5037212222210837,0.5258787015636286
383,0.34825117075880474,0.22428505420834965
384,0.7993517334186455,0.9824213734287276
385,0.9608398042310803,0.7016080398237866
386,0.4690065117263965,0.42647619674001236
387,0.19311693561017174,0.5550901209867941
388,0.3570134834961526,0.5728365558396756
389,0.6559687093151371,0.27712942337917024
390,0.7552994020216746,0.6057834107134016
391,0.7645376956783541,0.48277557973742513
392,0.39851217269550054,0.33820209803944845
393,0.9965448514600458,0.6155395216786733
394,0.23721032238176198,0.6804940919136777
395,0.499323680220255,0.48278696960231116
396,0.329748475500099,0.20674720073140385
397,0.20774002135505465,0.5467507702145792
398,0.1127020347669121,0.6645921616493244
399,0.0963115552392515,0.3148765880927795
400,0.48156328955689465,0.6686323096248075
401,0.355537804693116,0.43632420372554503
402,0.234874489128162,0.7845286177221827
403,0.939312310306059,0.9622528676608072
404,0.6339006891453556,0.7357884218382521
405,0.8476299880896409,0.4030152772675426
406,0.7708491589191319,0.38976276935618315
407,0.6982669644839024,0.714252596954073
408,0.8574333037431754,0.1344773480977699
409,0.45205119975699326,0.825555980853185
410,0.29328177978531067,0.10774057479728771
411,0.9895010359625246,0.6207097224132705
412,0.8135579077633872,0.7912740643455182
413,0.9433391746202546,0.2429032160163871
414,0.18262625735382731,0.834391283236737
415,0.5145130521196635,0.47423850465505213
416,0.8455972403443214,0.8209976150958932
417,0.42985954157391704,0.9219946046695664
418,0.08220308838839552,0.6605266039633946
419,0.5972051993220513,0.16788291362618413
420,0.6313786431502346,0.4070584352015625
421,0.0044750621925345735,0.13576104074835516
422,0.5479875123100711,0.4311623880019827
423,0.9861467193537732,0.8333381652948666
424,0.7233613971457062,0.8536343014323312
425,0.9048869733162919,0.09602884790407007
426,0.8443783283303747,0.8329056008466975
427,0.8121058573327806,0.8679378974202935
428,0.41824152209111165,0.10403085835875914
429,0.39237113947642455,0.962970077157257
430,0.8610623345359906,0.4186839428509802
431,0.8393266283990204,0.8092431364569141
432,0.30626417039887244,0.5549001173253497
433,0.7950271638994943,0.6230948142707754
434,0.6466026667306279,0.4079189707409523
435,0.9981655953021975,0.46042726723212124
436,0.8026137854668203,0.8131597070852775
437,0.16280112707223515,0.2523311657055334
438,0.977948138976001,0.8761303240506367
439,0.16213071981623617,0.7497698503953723
440,0.04407352442143653,0.38253191448602164
441,0.9955182914476949,0.8952409258212758
442,0.09577043018172471,0.5689609893105666
443,0.371693299774985,0.4903618805108455
444,0.5827038482479949,0.0013400062623425413
445,0.781592934198616,0.7709015978125479
446,0.4961656792948852,0.9259126494317993
447,0.7963627464692592,0.25115615559023563
448,0.5443985161394478,0.7489366769736235
449,0.6841631699314978,0.10666532502938542
450,0.2566696945897241,0.32147604880320013
451,0.42450263357724716,0.04389733001987861
452,0.889508095766424,0.4854071803056612
453,0.1279973304775568,0.2937543742279206
454,0.4016929522227597,0.4981332682820463
455,0.37303142281832746,0.9842829872243801
456,0.4757305331642565,0.005654794640629235
457,0.37903701319400873,0.2495498038531665
458,0.5964824385816163,0.3598087766574002
459,0.1828340899120129,0.20020353143828196
460,0.29623754634633304,0.34465836742888856
461,0.12633968775976245,0.9359696201938922
462,0.2347262996021463,0.22323019005062306
463,0.6627597478402821,0.5798320187933699
464,0.8476801950082875,0.7523899684319605
465,0.6219557762948588,0.1094543864315386
466,0.7913608201893878,0.5689799165749921
467,0.6913948570034136,0.6070248242987015
468,0.37256607197890124,0.02022534181999558
469,0.8538878864953715,0.3010370630022958
470,0.5004475380748955,0.36336038937271464
471,0.7927709704417626,0.050690632757824816
472,0.650579536244269,0.4455302918164712
473,0.07550776171114437,0.2058354094004996
474,0.2761462188394266,0.24528922522921315
475,0.7330102709921202,0.1646723241707545
476,0.6156827258091708,0.32662834064365276
477,0.7341589559240768,0.6141201842012997
478,0.369788171161601,0.7229093948539191
479,0.2854482501197372,0.9857880893708826
480,0.11333847861255397,0.03163015957188209
481,0.7224538468153995,0.2682236366647911
482,0.8562464058366351,0.3249437216349813
483,0.7913695932409259,0.19394116297730324
484,0.05190755411981318,0.011542362788193983
485,0.24188311816178054,0.7283101868046519
486,0.338228717708453,0.9076974013125346
487,0.9463060155058189,0.6004985648254189
488,0.5743745859114492,0.7406866980054755
489,0.5930122404794195,0.9517604302214648
490,0.7374263079166541,0.36314911671032146
491,0.03700004783842692,0.825462047964225
492,0.288915955125323,0.42961039862064987
493,0.04216928628005667,0.5137445165480043
494,0.6948984582361448,0.13799631503420628
495,0.9039145259896894,0.6599524935935711
496,0.781291383596671,0.20415718982174091
497,0.5495477132103055,0.7745709155357202
498,0.8087607421269226,0.9730103620390315
499,0.11073555878443331,0.8856409976558139
500,0.8619832204317953,0.6444433219448006
501,0.888091612101664,0.9600662436081339
502,0.3109887311748586,0.7696659218093004
503,0.9506568430882838,0.47902051136899526
504,0.17996775625664763,0.8813978536762359
505,0.950177131882614,0.42318309393855724
506,0.3299547537444919,0.2635219781828487
507,0.7218058056343666,0.23601473649548854
508,0.9170493688434036,0.6404936704834691
509,0.6524025266473918,0.3935505206921275
510,0.2572046457820826,0.7366537861166574
511,0.49878910093970397,0.5045986135933551
512,0.9766567818496545,0.48753275925353845
513,0.7382833173158991,0.7989316365388078
514,0.20752203245997203,0.11141622412118102
515,0.7646973467308996,0.28854832255048535
516,0.9225836672348176,0.98371674465912
517,0.32072039396012064,0.18338123543323903
518,0.07789277972258224,0.38288737534265405
519,0.05228587065279622,0.002917874455897196
520,0.12406278674149263,0.7167981438968624
521,0.1294053633610548,0.6919380371569527
522,0.0423832621221395,0.7553345351724906
523,0.36626949357241145,0.9059657154473241
524,0.590987296843397,0.013264225131960905
525,0.9994802207720416,0.1381594664056114
526,0.03552751315324487,0.18651485552892844
527,0.9614876212271782,0.7764264978499075
528,0.8436130205332261,0.9255078388516726
529,0.6663231425200985,0.15979926642260833
530,0.9373160567043959,0.724326789872127
531,0.45472788378272,0.01186119104520722
532,0.7462135110295276,0.010537286610047714
533,0.02311741452577143,0.6194594844372316
534,0.11849407308052584,0.4911517536215396
535,0.9327783166900329,0.3186847646177501
536,0.8751355404109632,0.7419998554812516
537,0.2209068704274154,0.09901624532662467
538,0.7857077975725997,0.7525717074972956
539,0.431793244374271,0.9238142426099425
540,0.29746858482852867,0.47854562560465563
541,0.29775931860937577,0.5143417502386173
542,0.4783359148148856,0.6659535633476686
543,0.4208420043661695,0.2779281498679328
544,0.5618688391596023,0.17830905715132994
545,0.9473866421514238,0.14151489301634002
546,0.9609751333044342,0.9714514743838657
547,0.6631906233912895,0.8188421778503425
548,0.8125578397183107,0.006814781392244562
549,0.7808096507636542,0.7628756742225442
550,0.5318852181444664,0.4403606061191684
551,0.4108401801649778,0.5009211782400077
552,0.7621775685069322,0.9604286739231195
553,0.15277929676927937,0.19005618435900662
554,0.09493423609228502,0.42815488706757465
555,0.5759842083942716,0.25922002117016907
556,0.12655837393649694,0.5736400225290837
557,0.8574794687711209,0.8598860134421606
558,0.4914076674205571,0.9845438297123891
559,0.7817646815108517,0.5167083099562094
560,0.9916028379495165,0.29029400364831737
561,0.9931510694379911,0.8999688408776433
562,0.1042605101558911,0.24735319775007714
563,0.9240317651322365,0.1646812110406478
564,0.11347865795042766,0.3289815099321166
565,0.7868842303295338,0.7123269431436686
566,0.40271830595328706,0.6105070283712855
567,0.35817224099164346,0.48789637868194335
568,0.4461623718752137,0.3608388211287116
569,0.7148628195354456,0.6269761134375116
570,0.6358226810137951,0.6614210773027142
571,0.5518921479004651,0.2109276706272578
572,0.4447094345118894,0.8447883106346913
573,0.6241380152012661,0.8656396567287737
574,0.5068144418135707,0.17908947498325956
575,0.7701475219945976,0.42471149480216686
576,0.30741403979787074,0.5626151591788437
577,0.40715872212175575,0.3410754829774755
578,0.2269014456447962,0.5384505233482882
579,0.07651847876037587,0.5079177599849138
580,0.9312796546287008,0.2708709882018533
581,0.3918541170133738,0.4373779471921887
582,0.07377585861205216,0.22645450704445347
583,0.8792544939412847,0.518638772602709
584,0.5118418526701666,0.31610015309864414
585,0.7388735359477583,0.8824452806504745
586,0.48385509504622015,0.7608880554818639
587,0.7732821253102151,0.9668191476584695
588,0.4288140537393723,0.2752702450190646
589,0.08168362268381169,0.01044797549279275
590,0.6840744914983947,0.12386763474201357
591,0.8188732772700057,0.9327463742326828
592,0.5468243269083531,0.12468079195163484
593,0.5296144691168163,0.23111507874767945
594,0.42702697048188043,0.7163794893240767
595,0.09649397851836516,0.29701933157087
596,0.041663150574463126,0.34258561474157667
597,0.6960518332381227,0.9592733737953782
598,0.09028871539908923,0.376846077754867
599,0.3200969226650352,0.8592371479370768
600,0.23194437076845154,0.3084774340490869
601,0.9965608452946625,0.8829058252298241
602,0.16434298163136818,0.1489114292560323
603,0.745063394416694,0.6881884575412512
604,0.8579725205687306,0.09074887286104172
605,0.6571118363831222,0.6388517521049393
606,0.8401846261483055,0.23028784719306528
607,0.8936478597098317,0.44249113494574743
608,0.12362235147061995,0.9192349444742762
609,0.12969265867455138,0.29693739698610966
610,0.3835501528566655,0.5090131116240538
611,0.2304614631253301,0.05855329572560919
612,0.8298963146433885,0.26774667091374416
613,0.30482846584125234,0.38888097341222205
614,0.6304328849146599,0.11204186742700317
615,0.23233873075868672,0.9094667043502842
616,0.9128016443162886,0.943335975274948
617,0.2609564310994389,0.9064994993912747
618,0.08678395743059497,0.5172976021424416
619,0.17421442621962402,0.8609335463491157
620,0.733614864344916,0.244958145273645
621,0.3332146987689294,0.3170399822093002
622,0.23221358588722252,0.2821323410702211
623,0.788489115636388,0.45056118137210277
624,0.08059334816278418,0.15363807735819712
625,0.03081711571001522,0.28530616029642997
626,0.6429961145755875,0.7165241237219762
627,0.3575556291844775,0.8140459997864434
628,0.635663345803657,0.25388991393405624
629,0.5278554784652847,0.9769424709651302
630,0.291965546168131,0.02227375457842007
631,0.29470843697361016,0.26209051508234404
632,0.09322650345664585,0.8330227476793459
633,0.9197993222789246,0.18384016547827708
634,0.18671075124225978,0.07476363141784814
635,0.00954130093675476,0.8102443320210494
636,0.24914720725537198,0.3946129262600486
637,0.3792447174617041,0.03648338565824372
638,0.6706576792607538,0.9295493602159551
639,0.7947926968435193,0.9049201361882112
640,0.5565601200199297,0.08436473670542954
641,0.39941541224877697,0.8951342600583632
642,0.40303359218320645,0.792211565946069
643,0.4103742381132266,0.24474072922364953
644,0.7721234816087975,0.7128788698027522
645,0.27521485751518704,0.8232397892175366
646,0.7276577060930294,0.9361963765671283
647,0.3231444623427375,0.6503318243003429
648,0.6594014835871198,0.7773531644654481
649,0.3584877888603535,0.6977377354246689
650,0.10517496293218398,0.06556858301908397
651,0.503441402524059,0.4347002688185295
652,0.1364598441661382,0.41484509589810437
653,0.8819366414929114,0.22710032805572666
654,0.291104457167078,0.9723642044909897
655,0.390000756185901,0.9355795168125691
656,0.6373425246840032,0.7131370384492437
657,0.9960318167366778,0.7461888854314792
658,0.38352029843228563,0.0982095485379697
659,0.7424139093371105,0.42961265304273
660,0.3510868666973844,0.2760672775045331
661,0.4333050614493609,0.5784865326552419
662,0.21022122459892967,0.703320212889473
663,0.7786737657394299,0.8049202931645868
664,0.22108855593735544,0.886246108027411
665,0.5826414976740676,0.20129333747010636
666,0.30035666107633785,0.27743572273829853
667,0.16438676839442767,0.4253165839103319
668,0.32405664898880393,0.98945836508977
669,0.7951709202319626,0.13728467596049032
670,0.6541377445738349,0.4900649350565124
671,0.583346713565628,0.29131752866438543
672,0.39816674613992564,0.9699772406450362
673,0.9655308829463682,0.5273408827805571
674,0.4773044033221615,0.2891985847289781
675,0.03695760078020571,0.6497585198640586
676,0.9797358487012386,0.08296287914104761
677,0.9329440628205548,0.49887121115852817
678,0.70809175843347,0.7840424184391998
679,0.8359013571504033,0.685595201040766
680,0.4228762149138561,0.13487346762645258
681,0.25922736907008315,0.1639083362124869
682,0.7902713603816802,0.3195917313216019
683,0.7642410287667006,0.7832590868471891
684,0.1858068535365156,0.08543006106769513
685,0.07879283182634622,0.8389828357219049
686,0.7112150567375028,0.8599686156302135
687,0.49664035660336037,0.07252646891528791
688,0.3301452540120895,0.46107479136478735
689,0.7926948316520235,0.8191412210327744
690,0.7410227927332367,0.22920918007580138
691,0.4964807965149477,0.6471374545720231
692,0.33507072680561456,0.5899622755700495
693,0.45718966308996245,0.8472669936468602
694,0.4665979135897148,0.16231025021767487
695,0.30677674151282275,0.1771806759630551
696,0.9514370245867281,0.5797492814342775
697,0.2709585991684914,0.0868531649153742
698,0.38171513735806484,0.6634424606893925
699,0.8288142669360037,0.575863455651264
700,0.32445493727417163,0.45660471400307934
701,0.05953816454849026,0.10986802877135715
702,0.6660161616145184,0.5569069377380088
703,0.48598385576073044,0.3276230158173299
